geo_id_tract,2012
42003010300,0
42003020100,6
42003020300,2
42003030500,3
42003040200,4
42003040400,1
42003040500,1
42003040600,0
42003040900,1
42003050100,4
42003050600,11
42003050900,0
42003051000,0
42003060300,7
42003060500,2
42003070300,1
42003070500,1
42003070600,1
42003070800,1
42003070900,3
42003080200,3
42003080400,1
42003080600,0
42003080700,3
42003080900,5
42003090100,3
42003090200,0
42003090300,2
42003100500,9
42003101100,5
42003101400,8
42003101600,2
42003101700,3
42003101800,9
42003110200,7
42003110600,5
42003111300,5
42003111400,2
42003111500,0
42003120300,2
42003120400,0
42003120700,1
42003120800,2
42003130100,6
42003130200,2
42003130300,2
42003130400,4
42003130600,4
42003140100,1
42003140200,1
42003140300,0
42003140400,1
42003140500,3
42003140600,0
42003140800,0
42003141000,1
42003141100,5
42003141300,2
42003141400,1
42003151600,8
42003151700,10
42003160800,7
42003160900,5
42003170200,6
42003170600,8
42003180300,10
42003180700,12
42003190300,1
42003191100,4
42003191400,8
42003191500,5
42003191600,12
42003191700,17
42003191800,29
42003191900,11
42003192000,13
42003202200,13
42003202300,8
42003210700,3
42003220600,3
42003240600,6
42003241200,3
42003250300,5
42003250700,1
42003250900,2
42003260200,13
42003260700,7
42003261200,2
42003261400,9
42003261500,7
42003262000,6
42003270100,17
42003270300,11
42003270400,8
42003270800,10
42003271500,16
42003281400,10
42003281500,4
42003290100,6
42003290200,15
42003290400,16
42003300100,18
42003310200,12
42003310300,0
42003320400,4
42003320600,3
42003320700,4
42003401100,4
42003401200,7
42003401300,9
42003402000,12
42003403500,12
42003404000,2
42003405000,4
42003406000,2
42003407001,12
42003407002,12
42003408001,5
42003408002,11
42003409000,5
42003410000,0
42003411000,4
42003412001,6
42003412002,2
42003413100,7
42003413201,5
42003413202,2
42003413300,6
42003413400,3
42003413500,3
42003414101,6
42003414102,11
42003414200,12
42003415001,3
42003415002,2
42003416000,3
42003417100,3
42003417200,2
42003418000,1
42003419000,4
42003420000,2
42003421100,7
42003421200,9
42003422000,9
42003423000,1
42003424000,3
42003425000,8
42003426300,10
42003426400,7
42003426700,2
42003426800,14
42003427000,11
42003427100,20
42003427200,13
42003428100,3
42003428200,8
42003429100,4
42003429201,0
42003429202,6
42003429300,10
42003429400,10
42003429500,4
42003429600,15
42003429700,5
42003430100,14
42003430200,19
42003431100,11
42003431400,6
42003431500,5
42003432300,7
42003432400,8
42003434000,1
42003435000,8
42003437000,6
42003439000,2
42003445500,7
42003446000,4
42003447000,2
42003448000,3
42003449000,10
42003450700,10
42003450800,11
42003451101,4
42003451102,5
42003451104,14
42003451105,3
42003451300,10
42003452000,2
42003453003,1
42003453004,15
42003455000,2
42003456001,5
42003456003,10
42003456004,7
42003457100,2
42003457200,11
42003458000,14
42003459101,2
42003459102,8
42003459201,5
42003459202,1
42003460001,11
42003460002,9
42003461000,5
42003462100,10
42003462600,21
42003463900,12
42003464300,8
42003464400,7
42003465600,3
42003465800,14
42003468700,3
42003468800,10
42003468900,11
42003469000,4
42003470300,0
42003470400,3
42003470501,3
42003470502,5
42003470600,9
42003471000,5
42003472100,4
42003472200,2
42003472300,5
42003472400,4
42003473100,5
42003473200,9
42003473300,14
42003473401,5
42003473402,6
42003473500,1
42003473601,1
42003473602,3
42003474101,4
42003474102,9
42003474201,1
42003474202,4
42003474203,12
42003475101,4
42003475102,0
42003475200,7
42003475301,2
42003475303,6
42003475304,5
42003475401,5
42003475402,6
42003476100,11
42003476200,7
42003477100,5
42003477200,5
42003477300,4
42003478100,12
42003478200,21
42003479000,5
42003480101,5
42003480102,7
42003480200,5
42003480300,8
42003480400,12
42003481000,15
42003482500,5
42003483800,13
42003484300,10
42003484500,10
42003484600,4
42003485000,5
42003486700,6
42003486800,7
42003486900,7
42003487000,1
42003488100,7
42003488200,8
42003488300,4
42003488400,18
42003488500,8
42003488600,14
42003489001,6
42003489002,5
42003490002,9
42003490003,9
42003490004,11
42003491101,8
42003491200,6
42003492700,3
42003492800,16
42003492900,8
42003494000,8
42003495000,10
42003496101,8
42003496102,9
42003496200,9
42003497000,4
42003498000,4
42003499300,2
42003499400,7
42003500300,16
42003501000,5
42003503002,12
42003504100,15
42003507000,13
42003508000,4
42003509400,18
42003510000,12
42003512000,6
42003512800,4
42003512900,3
42003513800,1
42003514000,5
42003515100,15
42003515200,6
42003515300,7
42003515401,4
42003516100,2
42003516200,6
42003517000,4
42003518001,6
42003519000,19
42003520001,8
42003520002,12
42003521100,18
42003521200,9
42003521301,5
42003521302,8
42003521401,5
42003521402,11
42003521500,12
42003522000,17
42003523100,23
42003523200,27
42003523300,35
42003523400,24
42003523501,29
42003523502,5
42003523600,21
42003523701,13
42003523702,22
42003523800,12
42003524000,3
42003525100,0
42003525200,3
42003525300,4
42003526101,16
42003526102,4
42003526201,14
42003526202,9
42003526301,11
42003526302,4
42003550900,4
42003551200,11
42003551300,12
42003551900,4
42003552000,10
42003552100,0
42003552200,6
42003552300,7
42003552400,15
42003560400,1
42003560500,5
42003560600,2
42003561000,3
42003561100,1
42003561200,4
42003561400,12
42003561500,4
42003561600,4
42003561700,4
42003561900,5
42003562000,0
42003562300,6
42003562400,8
42003562500,19
42003562600,13
42003562700,0
42003562800,2
42003562900,4
42003563000,12
42003563100,14
42003563200,3
42003563300,3
42003563800,5
42003563900,13
42003564000,10
42003564100,1
42003564200,4
42003564400,15
42003564500,10
42003980000,0
42003980500,0
42003980600,0
42003981800,0
42003982200,0
42129802101,1
